MessageID,Timestamp,Sender,Message,Length,Label
664,2023-07-22 16:25:00,KnownContact,Can you call me when you're free?,33,Ham
665,2023-05-17 03:21:00,KnownContact,Don't forget the meeting at 10 AM tomorrow.,43,Ham
666,2023-03-24 23:30:00,Unknown,Can you call me when you're free?,33,Ham
667,2023-10-10 23:57:00,Unknown,Are you coming to the party tonight?,36,Ham
668,2023-09-11 08:25:00,KnownContact,"Good night, talk to you tomorrow.",33,Ham
669,2023-08-05 14:13:00,KnownContact,Are you coming to the party tonight?,36,Ham
670,2023-04-08 12:54:00,KnownContact,"Good night, talk to you tomorrow.",33,Ham
671,2023-03-27 03:49:00,Unknown,Can you call me when you're free?,33,Ham
672,2023-10-10 20:53:00,Unknown,Get cheap loans now with instant approval. Limited offer!,57,Spam
673,2023-11-05 01:08:00,Unknown,Happy Birthday! Wishing you a wonderful year ahead.,51,Ham
674,2023-05-07 03:29:00,Unknown,Earn money from home easily. Sign up today.,43,Spam
675,2023-04-13 03:51:00,Unknown,Are you coming to the party tonight?,36,Ham
676,2023-02-09 00:55:00,Unknown,This is your final notice for debt settlement. Call us today.,61,Spam
677,2023-04-10 10:07:00,Unknown,"Hey, are we still meeting for lunch today?",42,Ham
678,2023-12-27 10:13:00,Unknown,Get 90% discount on all items. Visit now!,41,Spam
679,2023-11-20 04:52:00,Unknown,Are you coming to the party tonight?,36,Ham
680,2023-06-10 14:01:00,KnownContact,Don't forget the meeting at 10 AM tomorrow.,43,Ham
681,2023-07-30 04:52:00,KnownContact,"I'm on my way, see you soon.",28,Ham
682,2023-12-27 16:13:00,Unknown,This is your final notice for debt settlement. Call us today.,61,Spam
683,2023-07-15 01:41:00,KnownContact,Don't forget the meeting at 10 AM tomorrow.,43,Ham
684,2023-11-18 09:26:00,KnownContact,"Thanks for your help yesterday, really appreciate it.",53,Ham
685,2023-06-30 05:55:00,KnownContact,Please send me the report by end of the day.,44,Ham
686,2023-07-11 09:01:00,Unknown,"Hey, are we still meeting for lunch today?",42,Ham
687,2023-03-27 11:28:00,Unknown,Don't forget the meeting at 10 AM tomorrow.,43,Ham
688,2023-09-13 07:43:00,KnownContact,Can you call me when you're free?,33,Ham
689,2023-05-01 20:44:00,Unknown,"Good night, talk to you tomorrow.",33,Ham
690,2023-02-13 05:21:00,KnownContact,Can you call me when you're free?,33,Ham
691,2023-05-03 14:36:00,Unknown,Let's catch up over coffee this weekend.,40,Ham
692,2023-07-14 16:09:00,Unknown,"I'm on my way, see you soon.",28,Ham
693,2023-04-09 17:35:00,KnownContact,Let's catch up over coffee this weekend.,40,Ham
694,2023-07-21 22:34:00,KnownContact,Please send me the report by end of the day.,44,Ham
695,2023-07-01 19:25:00,KnownContact,Happy Birthday! Wishing you a wonderful year ahead.,51,Ham
696,2023-06-30 06:19:00,Unknown,Winner! Text 'WIN' to 54321 to claim your prize.,48,Spam
697,2023-04-14 12:37:00,Unknown,Please send me the report by end of the day.,44,Ham
698,2023-10-01 04:36:00,Unknown,"I'm on my way, see you soon.",28,Ham
699,2023-07-22 14:20:00,Unknown,Don't forget the meeting at 10 AM tomorrow.,43,Ham
700,2023-12-22 09:11:00,Unknown,"Thanks for your help yesterday, really appreciate it.",53,Ham
701,2023-11-30 19:58:00,KnownContact,"Hey, are we still meeting for lunch today?",42,Ham
702,2023-10-17 14:35:00,KnownContact,"Thanks for your help yesterday, really appreciate it.",53,Ham
703,2023-12-27 05:46:00,KnownContact,Please send me the report by end of the day.,44,Ham
704,2023-04-06 02:17:00,Unknown,"I'm on my way, see you soon.",28,Ham
705,2023-02-05 06:00:00,Unknown,Are you coming to the party tonight?,36,Ham
706,2023-01-12 20:32:00,Unknown,This is your final notice for debt settlement. Call us today.,61,Spam
707,2023-11-18 08:01:00,Unknown,Get cheap loans now with instant approval. Limited offer!,57,Spam
708,2023-04-07 01:20:00,KnownContact,Please send me the report by end of the day.,44,Ham
709,2023-07-19 12:50:00,KnownContact,"I'm on my way, see you soon.",28,Ham
710,2023-07-02 07:52:00,Unknown,Winner! Text 'WIN' to 54321 to claim your prize.,48,Spam
711,2023-02-07 17:02:00,Unknown,Get cheap loans now with instant approval. Limited offer!,57,Spam
712,2023-11-09 13:21:00,KnownContact,"I'm on my way, see you soon.",28,Ham
713,2023-06-05 09:48:00,KnownContact,Don't forget the meeting at 10 AM tomorrow.,43,Ham
714,2023-11-21 02:06:00,KnownContact,Happy Birthday! Wishing you a wonderful year ahead.,51,Ham
715,2023-03-29 19:31:00,Unknown,Winner! Text 'WIN' to 54321 to claim your prize.,48,Spam
716,2023-12-14 20:25:00,KnownContact,Please send me the report by end of the day.,44,Ham
717,2023-03-07 01:10:00,Unknown,Get 90% discount on all items. Visit now!,41,Spam
718,2023-08-17 04:12:00,KnownContact,Don't forget the meeting at 10 AM tomorrow.,43,Ham
719,2023-10-06 16:32:00,KnownContact,"I'm on my way, see you soon.",28,Ham
720,2023-02-19 19:34:00,KnownContact,Happy Birthday! Wishing you a wonderful year ahead.,51,Ham
721,2023-11-17 11:17:00,KnownContact,"Hey, are we still meeting for lunch today?",42,Ham
722,2023-10-27 19:09:00,KnownContact,Can you call me when you're free?,33,Ham
723,2023-03-05 02:58:00,KnownContact,Are you coming to the party tonight?,36,Ham
724,2023-10-07 15:26:00,KnownContact,Happy Birthday! Wishing you a wonderful year ahead.,51,Ham
725,2023-04-12 19:42:00,Unknown,Please send me the report by end of the day.,44,Ham
726,2023-07-27 11:21:00,KnownContact,Don't forget the meeting at 10 AM tomorrow.,43,Ham
727,2023-05-30 14:25:00,Unknown,"Hey, are we still meeting for lunch today?",42,Ham
728,2023-10-13 06:20:00,KnownContact,Let's catch up over coffee this weekend.,40,Ham
729,2023-12-27 08:47:00,KnownContact,"Hey, are we still meeting for lunch today?",42,Ham
730,2023-02-21 17:01:00,Unknown,Can you call me when you're free?,33,Ham
731,2023-08-19 10:45:00,Unknown,"Hey, are we still meeting for lunch today?",42,Ham
732,2023-11-03 11:07:00,Unknown,Exclusive offer just for you! Click the link.,45,Spam
733,2023-02-23 03:37:00,Unknown,Happy Birthday! Wishing you a wonderful year ahead.,51,Ham
734,2023-01-11 01:03:00,Unknown,URGENT! Your account has been compromised. Verify your details immediately.,75,Spam
735,2023-10-17 19:07:00,KnownContact,"Hey, are we still meeting for lunch today?",42,Ham
736,2023-11-05 10:30:00,Unknown,Let's catch up over coffee this weekend.,40,Ham
737,2023-07-22 01:06:00,KnownContact,Don't forget the meeting at 10 AM tomorrow.,43,Ham
738,2023-05-28 23:08:00,Unknown,URGENT! Your account has been compromised. Verify your details immediately.,75,Spam
739,2023-10-12 12:31:00,Unknown,Happy Birthday! Wishing you a wonderful year ahead.,51,Ham
740,2023-11-15 13:37:00,Unknown,Don't forget the meeting at 10 AM tomorrow.,43,Ham
741,2023-06-28 00:35:00,KnownContact,Can you call me when you're free?,33,Ham
742,2023-03-26 11:00:00,Unknown,Get 90% discount on all items. Visit now!,41,Spam
743,2023-08-14 05:14:00,KnownContact,"Good night, talk to you tomorrow.",33,Ham
744,2023-01-10 05:20:00,KnownContact,Happy Birthday! Wishing you a wonderful year ahead.,51,Ham
745,2023-12-28 11:26:00,KnownContact,"Hey, are we still meeting for lunch today?",42,Ham
746,2023-05-02 13:53:00,Unknown,Let's catch up over coffee this weekend.,40,Ham
747,2023-01-22 09:02:00,KnownContact,"I'm on my way, see you soon.",28,Ham
748,2023-02-16 12:14:00,Unknown,Please send me the report by end of the day.,44,Ham
749,2023-12-28 06:48:00,KnownContact,"Good night, talk to you tomorrow.",33,Ham
750,2023-12-30 19:19:00,KnownContact,"Thanks for your help yesterday, really appreciate it.",53,Ham
751,2023-04-25 13:11:00,Unknown,Happy Birthday! Wishing you a wonderful year ahead.,51,Ham
752,2023-06-16 07:39:00,KnownContact,Don't forget the meeting at 10 AM tomorrow.,43,Ham
753,2023-01-09 22:44:00,KnownContact,"Hey, are we still meeting for lunch today?",42,Ham
754,2023-10-06 21:03:00,Unknown,Are you coming to the party tonight?,36,Ham
755,2023-11-02 09:00:00,KnownContact,Happy Birthday! Wishing you a wonderful year ahead.,51,Ham
756,2023-08-21 23:16:00,Unknown,Can you call me when you're free?,33,Ham
757,2023-03-28 22:40:00,Unknown,Don't forget the meeting at 10 AM tomorrow.,43,Ham
758,2023-06-12 12:26:00,KnownContact,"Hey, are we still meeting for lunch today?",42,Ham
759,2023-02-20 04:34:00,Unknown,"Hey, are we still meeting for lunch today?",42,Ham
760,2023-08-27 07:59:00,Unknown,"I'm on my way, see you soon.",28,Ham
761,2023-01-06 19:16:00,Unknown,This is your final notice for debt settlement. Call us today.,61,Spam
762,2023-06-26 15:27:00,Unknown,"I'm on my way, see you soon.",28,Ham
763,2023-05-23 07:15:00,Unknown,"Good night, talk to you tomorrow.",33,Ham
764,2023-04-20 15:20:00,KnownContact,Let's catch up over coffee this weekend.,40,Ham
765,2023-01-18 09:51:00,Unknown,Get 90% discount on all items. Visit now!,41,Spam
766,2023-09-01 22:51:00,KnownContact,"Thanks for your help yesterday, really appreciate it.",53,Ham
767,2023-08-12 22:08:00,Unknown,Get 90% discount on all items. Visit now!,41,Spam
768,2023-06-23 10:16:00,Unknown,Earn money from home easily. Sign up today.,43,Spam
769,2023-07-23 18:18:00,KnownContact,"Hey, are we still meeting for lunch today?",42,Ham
770,2023-10-28 18:41:00,Unknown,Claim your free vacation now! Call this number.,47,Spam
771,2023-03-03 19:46:00,Unknown,"Thanks for your help yesterday, really appreciate it.",53,Ham
772,2023-10-15 03:47:00,KnownContact,Let's catch up over coffee this weekend.,40,Ham
773,2023-02-15 08:28:00,Unknown,Exclusive offer just for you! Click the link.,45,Spam
774,2023-08-01 09:24:00,KnownContact,Happy Birthday! Wishing you a wonderful year ahead.,51,Ham
775,2023-08-26 13:39:00,Unknown,"Thanks for your help yesterday, really appreciate it.",53,Ham
776,2023-02-24 09:15:00,KnownContact,"I'm on my way, see you soon.",28,Ham
777,2023-04-24 03:59:00,KnownContact,Happy Birthday! Wishing you a wonderful year ahead.,51,Ham
778,2023-12-06 08:54:00,Unknown,This is your final notice for debt settlement. Call us today.,61,Spam
779,2023-06-01 04:42:00,Unknown,Don't forget the meeting at 10 AM tomorrow.,43,Ham
780,2023-03-29 07:38:00,Unknown,Are you coming to the party tonight?,36,Ham
781,2023-01-30 08:48:00,Unknown,You have been selected for a $500 reward. Confirm now!,54,Spam
782,2023-03-08 10:03:00,KnownContact,"Thanks for your help yesterday, really appreciate it.",53,Ham
783,2023-02-05 15:28:00,Unknown,"Thanks for your help yesterday, really appreciate it.",53,Ham
784,2023-01-23 15:11:00,KnownContact,"I'm on my way, see you soon.",28,Ham
785,2023-03-10 23:26:00,KnownContact,Are you coming to the party tonight?,36,Ham
786,2023-01-09 16:57:00,KnownContact,Happy Birthday! Wishing you a wonderful year ahead.,51,Ham
787,2023-04-06 04:24:00,Unknown,Claim your free vacation now! Call this number.,47,Spam
788,2023-09-29 01:21:00,Unknown,Get 90% discount on all items. Visit now!,41,Spam
789,2023-02-24 14:29:00,Unknown,Don't forget the meeting at 10 AM tomorrow.,43,Ham
790,2023-05-24 23:56:00,Unknown,URGENT! Your account has been compromised. Verify your details immediately.,75,Spam
791,2023-03-08 23:26:00,KnownContact,Are you coming to the party tonight?,36,Ham
792,2023-02-01 02:10:00,KnownContact,"Thanks for your help yesterday, really appreciate it.",53,Ham
793,2023-11-12 09:57:00,KnownContact,"Hey, are we still meeting for lunch today?",42,Ham
794,2023-01-22 11:14:00,Unknown,Please send me the report by end of the day.,44,Ham
795,2023-09-15 17:36:00,KnownContact,Please send me the report by end of the day.,44,Ham
796,2023-07-23 18:48:00,Unknown,Happy Birthday! Wishing you a wonderful year ahead.,51,Ham
797,2023-06-28 23:24:00,KnownContact,Happy Birthday! Wishing you a wonderful year ahead.,51,Ham
798,2023-12-15 19:40:00,Unknown,Are you coming to the party tonight?,36,Ham
799,2023-10-06 21:40:00,Unknown,You have been selected for a $500 reward. Confirm now!,54,Spam
800,2023-07-01 10:10:00,Unknown,Claim your free vacation now! Call this number.,47,Spam
801,2023-10-06 12:38:00,KnownContact,Let's catch up over coffee this weekend.,40,Ham
802,2023-12-19 22:23:00,Unknown,"Thanks for your help yesterday, really appreciate it.",53,Ham
803,2023-10-10 19:27:00,Unknown,"Good night, talk to you tomorrow.",33,Ham
804,2023-06-09 11:39:00,Unknown,"Hey, are we still meeting for lunch today?",42,Ham
805,2023-02-12 15:57:00,Unknown,You have been selected for a $500 reward. Confirm now!,54,Spam
806,2023-06-19 11:48:00,Unknown,Are you coming to the party tonight?,36,Ham
807,2023-06-25 14:27:00,KnownContact,Don't forget the meeting at 10 AM tomorrow.,43,Ham
808,2023-10-10 20:10:00,KnownContact,"Hey, are we still meeting for lunch today?",42,Ham
809,2023-06-22 06:01:00,KnownContact,Happy Birthday! Wishing you a wonderful year ahead.,51,Ham
810,2023-09-14 02:05:00,KnownContact,"Thanks for your help yesterday, really appreciate it.",53,Ham
811,2023-05-18 01:37:00,KnownContact,"Good night, talk to you tomorrow.",33,Ham
812,2023-05-08 20:04:00,Unknown,Are you coming to the party tonight?,36,Ham
813,2023-06-19 09:23:00,KnownContact,Don't forget the meeting at 10 AM tomorrow.,43,Ham
814,2023-01-01 11:56:00,Unknown,"Hey, are we still meeting for lunch today?",42,Ham
815,2023-04-06 00:28:00,KnownContact,"Good night, talk to you tomorrow.",33,Ham
816,2023-02-13 08:48:00,Unknown,Happy Birthday! Wishing you a wonderful year ahead.,51,Ham
817,2023-04-14 03:33:00,Unknown,Exclusive offer just for you! Click the link.,45,Spam
818,2023-02-22 19:34:00,Unknown,Let's catch up over coffee this weekend.,40,Ham
819,2023-09-03 01:49:00,KnownContact,Please send me the report by end of the day.,44,Ham
820,2023-11-15 02:49:00,KnownContact,Happy Birthday! Wishing you a wonderful year ahead.,51,Ham
821,2023-05-07 20:24:00,Unknown,Are you coming to the party tonight?,36,Ham
822,2023-06-12 13:21:00,Unknown,Let's catch up over coffee this weekend.,40,Ham
823,2023-08-12 10:07:00,Unknown,Happy Birthday! Wishing you a wonderful year ahead.,51,Ham
824,2023-05-10 09:40:00,KnownContact,"I'm on my way, see you soon.",28,Ham
825,2023-01-24 13:55:00,Unknown,"Good night, talk to you tomorrow.",33,Ham
826,2023-06-10 20:25:00,Unknown,Winner! Text 'WIN' to 54321 to claim your prize.,48,Spam
827,2023-04-13 09:55:00,Unknown,Don't forget the meeting at 10 AM tomorrow.,43,Ham
828,2023-09-10 12:56:00,KnownContact,Don't forget the meeting at 10 AM tomorrow.,43,Ham
829,2023-09-02 11:38:00,KnownContact,Happy Birthday! Wishing you a wonderful year ahead.,51,Ham
830,2023-07-01 17:02:00,KnownContact,"I'm on my way, see you soon.",28,Ham
831,2023-03-20 16:02:00,Unknown,"Thanks for your help yesterday, really appreciate it.",53,Ham
832,2023-11-16 02:27:00,Unknown,"Hey, are we still meeting for lunch today?",42,Ham
833,2023-12-26 01:13:00,Unknown,Happy Birthday! Wishing you a wonderful year ahead.,51,Ham
834,2023-03-15 20:35:00,Unknown,"Thanks for your help yesterday, really appreciate it.",53,Ham
835,2023-04-29 10:37:00,KnownContact,"Good night, talk to you tomorrow.",33,Ham
836,2023-01-15 14:53:00,Unknown,"Hey, are we still meeting for lunch today?",42,Ham
837,2023-09-06 21:31:00,KnownContact,Don't forget the meeting at 10 AM tomorrow.,43,Ham
838,2023-04-28 04:00:00,Unknown,Get 90% discount on all items. Visit now!,41,Spam
839,2023-09-04 02:06:00,KnownContact,Let's catch up over coffee this weekend.,40,Ham
840,2023-01-23 13:38:00,Unknown,"Good night, talk to you tomorrow.",33,Ham
841,2023-04-25 09:35:00,Unknown,Happy Birthday! Wishing you a wonderful year ahead.,51,Ham
842,2023-05-30 16:15:00,Unknown,Winner! Text 'WIN' to 54321 to claim your prize.,48,Spam
843,2023-07-24 23:58:00,Unknown,Please send me the report by end of the day.,44,Ham
844,2023-10-14 02:27:00,KnownContact,Don't forget the meeting at 10 AM tomorrow.,43,Ham
845,2023-02-09 16:32:00,KnownContact,Are you coming to the party tonight?,36,Ham
846,2023-08-03 11:37:00,KnownContact,Please send me the report by end of the day.,44,Ham
847,2023-05-26 09:34:00,Unknown,"Good night, talk to you tomorrow.",33,Ham
848,2023-05-05 09:30:00,Unknown,Claim your free vacation now! Call this number.,47,Spam
849,2023-03-26 02:39:00,Unknown,Don't forget the meeting at 10 AM tomorrow.,43,Ham
850,2023-12-23 03:35:00,Unknown,Please send me the report by end of the day.,44,Ham
851,2023-10-10 04:31:00,KnownContact,"I'm on my way, see you soon.",28,Ham
852,2023-09-26 23:45:00,Unknown,Get 90% discount on all items. Visit now!,41,Spam
853,2023-07-11 17:25:00,Unknown,Congratulations! You've won a $1000 Walmart gift card. Click here to claim.,75,Spam
854,2023-07-15 13:27:00,KnownContact,"I'm on my way, see you soon.",28,Ham
855,2023-03-04 09:50:00,KnownContact,Happy Birthday! Wishing you a wonderful year ahead.,51,Ham
856,2023-06-15 16:04:00,Unknown,Let's catch up over coffee this weekend.,40,Ham
857,2023-12-12 18:09:00,Unknown,Please send me the report by end of the day.,44,Ham
858,2023-08-06 14:49:00,Unknown,Can you call me when you're free?,33,Ham
859,2023-04-18 08:50:00,Unknown,Congratulations! You've won a $1000 Walmart gift card. Click here to claim.,75,Spam
860,2023-05-06 21:16:00,Unknown,This is your final notice for debt settlement. Call us today.,61,Spam
861,2023-05-21 08:07:00,KnownContact,Happy Birthday! Wishing you a wonderful year ahead.,51,Ham
862,2023-02-27 01:35:00,Unknown,Get 90% discount on all items. Visit now!,41,Spam
863,2023-04-18 16:21:00,KnownContact,Please send me the report by end of the day.,44,Ham
864,2023-02-18 19:07:00,Unknown,"I'm on my way, see you soon.",28,Ham
865,2023-10-17 08:16:00,Unknown,Earn money from home easily. Sign up today.,43,Spam
866,2023-01-10 00:04:00,Unknown,"I'm on my way, see you soon.",28,Ham
867,2023-03-23 22:24:00,Unknown,"Good night, talk to you tomorrow.",33,Ham
868,2023-03-18 22:06:00,KnownContact,Happy Birthday! Wishing you a wonderful year ahead.,51,Ham
869,2023-09-08 09:32:00,Unknown,Don't forget the meeting at 10 AM tomorrow.,43,Ham
870,2023-12-20 14:12:00,Unknown,"I'm on my way, see you soon.",28,Ham
871,2023-05-06 09:24:00,KnownContact,Are you coming to the party tonight?,36,Ham
872,2023-01-29 05:46:00,Unknown,Happy Birthday! Wishing you a wonderful year ahead.,51,Ham
873,2023-02-05 21:25:00,KnownContact,"Thanks for your help yesterday, really appreciate it.",53,Ham
874,2023-01-15 17:35:00,Unknown,"I'm on my way, see you soon.",28,Ham
875,2023-07-24 03:24:00,Unknown,"I'm on my way, see you soon.",28,Ham
876,2023-04-08 20:33:00,KnownContact,Don't forget the meeting at 10 AM tomorrow.,43,Ham
877,2023-07-16 04:27:00,Unknown,Are you coming to the party tonight?,36,Ham
878,2023-05-17 20:24:00,KnownContact,"Good night, talk to you tomorrow.",33,Ham
879,2023-09-30 06:33:00,Unknown,Please send me the report by end of the day.,44,Ham
880,2023-02-17 18:44:00,KnownContact,Let's catch up over coffee this weekend.,40,Ham
881,2023-04-09 18:39:00,Unknown,Let's catch up over coffee this weekend.,40,Ham
882,2023-05-07 12:16:00,KnownContact,Let's catch up over coffee this weekend.,40,Ham
883,2023-02-11 23:06:00,Unknown,Claim your free vacation now! Call this number.,47,Spam
884,2023-09-20 10:00:00,KnownContact,Are you coming to the party tonight?,36,Ham
885,2023-12-05 00:48:00,Unknown,"I'm on my way, see you soon.",28,Ham
886,2023-06-26 04:10:00,KnownContact,Don't forget the meeting at 10 AM tomorrow.,43,Ham
887,2023-05-10 07:29:00,Unknown,"Good night, talk to you tomorrow.",33,Ham
888,2023-09-08 16:11:00,Unknown,Are you coming to the party tonight?,36,Ham
889,2023-03-07 19:42:00,Unknown,You have been selected for a $500 reward. Confirm now!,54,Spam
890,2023-04-29 15:00:00,KnownContact,Please send me the report by end of the day.,44,Ham
891,2023-06-13 22:07:00,KnownContact,Can you call me when you're free?,33,Ham
892,2023-01-15 14:26:00,Unknown,"I'm on my way, see you soon.",28,Ham
893,2023-04-07 08:21:00,Unknown,"Hey, are we still meeting for lunch today?",42,Ham
894,2023-06-12 22:39:00,KnownContact,"Good night, talk to you tomorrow.",33,Ham
895,2023-11-05 14:33:00,Unknown,"I'm on my way, see you soon.",28,Ham
896,2023-07-03 11:59:00,Unknown,"Thanks for your help yesterday, really appreciate it.",53,Ham
897,2023-03-16 12:02:00,Unknown,"I'm on my way, see you soon.",28,Ham
898,2023-07-25 20:08:00,Unknown,Winner! Text 'WIN' to 54321 to claim your prize.,48,Spam
899,2023-02-16 11:38:00,Unknown,Don't forget the meeting at 10 AM tomorrow.,43,Ham
900,2023-07-21 14:54:00,Unknown,"I'm on my way, see you soon.",28,Ham
901,2023-04-20 04:12:00,KnownContact,"I'm on my way, see you soon.",28,Ham
902,2023-10-22 06:07:00,KnownContact,Can you call me when you're free?,33,Ham
903,2023-12-29 04:13:00,KnownContact,Happy Birthday! Wishing you a wonderful year ahead.,51,Ham
904,2023-10-22 14:52:00,Unknown,"I'm on my way, see you soon.",28,Ham
905,2023-09-07 21:16:00,KnownContact,"Hey, are we still meeting for lunch today?",42,Ham
906,2023-09-19 01:11:00,Unknown,Can you call me when you're free?,33,Ham
907,2023-08-02 22:14:00,KnownContact,Happy Birthday! Wishing you a wonderful year ahead.,51,Ham
908,2023-07-08 08:16:00,Unknown,Get cheap loans now with instant approval. Limited offer!,57,Spam
909,2023-09-02 09:36:00,KnownContact,Let's catch up over coffee this weekend.,40,Ham
910,2023-06-12 14:56:00,Unknown,Can you call me when you're free?,33,Ham
911,2023-08-30 06:11:00,Unknown,"I'm on my way, see you soon.",28,Ham
912,2023-12-04 16:48:00,Unknown,"Good night, talk to you tomorrow.",33,Ham
913,2023-02-21 20:35:00,KnownContact,Are you coming to the party tonight?,36,Ham
914,2023-10-05 22:09:00,KnownContact,Can you call me when you're free?,33,Ham
915,2023-04-20 19:02:00,KnownContact,Please send me the report by end of the day.,44,Ham
916,2023-09-07 12:35:00,Unknown,Claim your free vacation now! Call this number.,47,Spam
917,2023-04-15 07:01:00,Unknown,"Good night, talk to you tomorrow.",33,Ham
918,2023-12-22 01:05:00,KnownContact,Happy Birthday! Wishing you a wonderful year ahead.,51,Ham
919,2023-02-12 05:51:00,Unknown,Happy Birthday! Wishing you a wonderful year ahead.,51,Ham
920,2023-06-02 11:13:00,Unknown,You have been selected for a $500 reward. Confirm now!,54,Spam
921,2023-12-23 11:58:00,KnownContact,Happy Birthday! Wishing you a wonderful year ahead.,51,Ham
922,2023-11-12 19:39:00,KnownContact,Don't forget the meeting at 10 AM tomorrow.,43,Ham
923,2023-12-14 15:10:00,Unknown,Please send me the report by end of the day.,44,Ham
924,2023-09-29 16:25:00,KnownContact,"Hey, are we still meeting for lunch today?",42,Ham
925,2023-01-14 01:06:00,KnownContact,"Thanks for your help yesterday, really appreciate it.",53,Ham
926,2023-09-08 17:56:00,KnownContact,Can you call me when you're free?,33,Ham
927,2023-08-11 21:44:00,Unknown,Don't forget the meeting at 10 AM tomorrow.,43,Ham
928,2023-08-06 03:27:00,Unknown,Congratulations! You've won a $1000 Walmart gift card. Click here to claim.,75,Spam
929,2023-11-12 18:50:00,Unknown,Are you coming to the party tonight?,36,Ham
930,2023-12-23 22:29:00,Unknown,Happy Birthday! Wishing you a wonderful year ahead.,51,Ham
931,2023-10-21 17:46:00,KnownContact,Can you call me when you're free?,33,Ham
932,2023-04-06 12:59:00,Unknown,Claim your free vacation now! Call this number.,47,Spam
933,2023-03-31 16:24:00,KnownContact,"Hey, are we still meeting for lunch today?",42,Ham
934,2023-07-06 06:14:00,Unknown,"Hey, are we still meeting for lunch today?",42,Ham
935,2023-02-04 22:10:00,KnownContact,"Good night, talk to you tomorrow.",33,Ham
936,2023-03-26 07:34:00,KnownContact,"Hey, are we still meeting for lunch today?",42,Ham
937,2023-07-04 00:55:00,KnownContact,Please send me the report by end of the day.,44,Ham
938,2023-01-07 18:36:00,KnownContact,Happy Birthday! Wishing you a wonderful year ahead.,51,Ham
939,2023-04-10 21:06:00,Unknown,Don't forget the meeting at 10 AM tomorrow.,43,Ham
940,2023-07-25 20:39:00,KnownContact,Don't forget the meeting at 10 AM tomorrow.,43,Ham
941,2023-12-29 10:37:00,Unknown,URGENT! Your account has been compromised. Verify your details immediately.,75,Spam
942,2023-07-11 12:09:00,Unknown,Claim your free vacation now! Call this number.,47,Spam
943,2023-10-26 09:00:00,Unknown,Can you call me when you're free?,33,Ham
944,2023-06-01 05:42:00,Unknown,"Hey, are we still meeting for lunch today?",42,Ham
945,2023-06-20 18:16:00,Unknown,Are you coming to the party tonight?,36,Ham
946,2023-03-22 09:55:00,Unknown,URGENT! Your account has been compromised. Verify your details immediately.,75,Spam
947,2023-03-07 14:18:00,KnownContact,Are you coming to the party tonight?,36,Ham
948,2023-07-06 08:02:00,KnownContact,Don't forget the meeting at 10 AM tomorrow.,43,Ham
949,2023-07-12 07:55:00,Unknown,Are you coming to the party tonight?,36,Ham
950,2023-01-29 17:20:00,KnownContact,Don't forget the meeting at 10 AM tomorrow.,43,Ham
951,2023-11-07 04:48:00,Unknown,"Thanks for your help yesterday, really appreciate it.",53,Ham
952,2023-01-08 01:02:00,KnownContact,Don't forget the meeting at 10 AM tomorrow.,43,Ham
953,2023-09-18 08:14:00,Unknown,Happy Birthday! Wishing you a wonderful year ahead.,51,Ham
954,2023-03-09 16:26:00,Unknown,"Good night, talk to you tomorrow.",33,Ham
955,2023-03-24 21:21:00,KnownContact,"Thanks for your help yesterday, really appreciate it.",53,Ham
956,2023-10-08 20:52:00,Unknown,Are you coming to the party tonight?,36,Ham
957,2023-05-02 10:40:00,Unknown,Are you coming to the party tonight?,36,Ham
958,2023-04-27 01:38:00,Unknown,Congratulations! You've won a $1000 Walmart gift card. Click here to claim.,75,Spam
959,2023-12-18 11:21:00,Unknown,Exclusive offer just for you! Click the link.,45,Spam
960,2023-10-04 12:37:00,KnownContact,Are you coming to the party tonight?,36,Ham
961,2023-04-06 03:22:00,KnownContact,"Good night, talk to you tomorrow.",33,Ham
962,2023-10-27 11:42:00,KnownContact,Are you coming to the party tonight?,36,Ham
963,2023-08-17 19:42:00,Unknown,Don't forget the meeting at 10 AM tomorrow.,43,Ham
964,2023-06-13 02:25:00,Unknown,Earn money from home easily. Sign up today.,43,Spam
965,2023-11-12 04:33:00,KnownContact,"Thanks for your help yesterday, really appreciate it.",53,Ham
966,2023-09-09 18:24:00,Unknown,Can you call me when you're free?,33,Ham
967,2023-02-09 17:36:00,KnownContact,Please send me the report by end of the day.,44,Ham
968,2023-12-08 17:25:00,Unknown,Get cheap loans now with instant approval. Limited offer!,57,Spam
969,2023-12-25 00:10:00,KnownContact,Happy Birthday! Wishing you a wonderful year ahead.,51,Ham
970,2023-02-06 15:56:00,Unknown,"Thanks for your help yesterday, really appreciate it.",53,Ham
971,2023-10-21 15:46:00,Unknown,Let's catch up over coffee this weekend.,40,Ham
972,2023-11-20 10:45:00,Unknown,Don't forget the meeting at 10 AM tomorrow.,43,Ham
973,2023-12-29 23:09:00,KnownContact,Are you coming to the party tonight?,36,Ham
974,2023-01-13 22:32:00,Unknown,Don't forget the meeting at 10 AM tomorrow.,43,Ham
975,2023-01-27 02:12:00,Unknown,Get 90% discount on all items. Visit now!,41,Spam
976,2023-08-10 19:14:00,KnownContact,"Hey, are we still meeting for lunch today?",42,Ham
977,2023-11-29 04:48:00,KnownContact,Let's catch up over coffee this weekend.,40,Ham
978,2023-06-12 07:46:00,KnownContact,"Thanks for your help yesterday, really appreciate it.",53,Ham
